All Transactions Announced Date,Target/Issuer,Transaction Status,"Total Transaction Value ($USDmm, Historical rate)",Buyers/Investors,Sellers,CIQ Transaction ID,Percent Sought (%),Transaction Comments,"Implied Enterprise Value ($USDmm, Historical rate)","Target/Issuer LTM Financials - Total Revenue (at Announcement) ($USDmm, Historical rate)","Target/Issuer LTM Financials - Net Income (at Announcement) ($USDmm, Historical rate)","Acquirer LTM Financials - Total Revenue (at Announcement) ($USDmm, Historical rate)","Acquirer LTM Financials - Net Income (at Announcement) ($USDmm, Historical rate)",Consideration Offered,Target Security Types,Deal Resolution,Accounting Method,Deal Attitude,State/Region From Primary Address [Target/Issuer]
6/4/2013,Santa Maria Terrace and Lake Ridge Senior Living,Closed,7.12,"The Ensign Group, Inc. (NasdaqGS:ENSG)",-,IQTR241330925,100,"The Ensign Group, Inc. (Nasdaq:ENSG) acquired Santa Maria Terrace and Ridge Senior Living for $7.1 million in cash on June 1, 2013. Santa Maria Terrace was acquired for $4.3 million and Lake Ridge Senior Living was acquired for $2.9 million. Bridgestone Living, Inc., the Ensign subsidiary is overseeing the transition. Bridgestone expects operations in Santa Maria Terrace to be mildly accretive to earnings in 2013.",7.12,-,-,840.88,17.22,Cash,Asset,"The Ensign Group, Inc. (Nasdaq:ENSG) completed the acquisition of Santa Maria Terrace and Ridge Senior Living on June 1, 2013.",Purchase Acquisition,Friendly,-
5/30/2013,AseraCare Home Health LLC,Closed,-,"LHC Group, Inc. (NasdaqGS:LHCG)","Aseracare, Inc.",IQTR241132899,100,"LHC Group Inc. (NasdaqGS:LHCG) entered into a purchase agreement to acquire the assets of AseraCare Home Health on May 30, 2013. The acquisition will include four home health agencies located in Atlanta, Bloomington, Milwaukee and Pittsburgh. AseraCare Home Health generated revenue of approximately $5 million. The transaction is subject to customary closing conditions and is expected to close on or around June 28, 2013.",-,5,-,627.73,25.99,Unknown,Asset,"LHC Group Inc. (NasdaqGS:LHCG) completed the acquisition of the assets of AseraCare Home Health on July 1, 2013.",Purchase Acquisition,Friendly,Texas
5/1/2013,A Home Health Operation in Texas,Closed,0.375,"The Ensign Group, Inc. (NasdaqGS:ENSG)",-,IQTR250543300,100,"The Ensign Group, Inc. (NasdaqGS: ENSG) acquired a home health operation in Texas for $0.38 million in cash on February 16, 2013. The acquisition did not have an impact on Ensign's operational bed count.",0.375,-,-,840.88,17.22,Cash,Asset,"The Ensign Group, Inc. (NasdaqGS: ENSG) completed the acquisition of a home health operation in Texas on February 16, 2013.",Purchase Acquisition,Friendly,Texas
4/30/2013,"Cascade Vista Convalescent Center, Inc.",Closed,-,"The Ensign Group, Inc. (NasdaqGS:ENSG)",-,IQTR237911626,100,"The Ensign Group, Inc. (NasdaqGS:ENSG) acquired Cascade Senior Living from a family in cash on April 30, 2013. The Ensign Group acquired Cascade Vista and Cascade Plaza in Washington as part of the transaction. In a related transaction, Gateway Healthcare, Inc., subsidiary of Ensign acquired Omaha Nursing Center. Cascade Vista will be operated by a subsidiary of Pennant Healthcare, Inc. and Cascade Plaza will be operated by a subsidiary of Bridgestone Living, Inc. The transaction is subject to Washington State Department of Social and Health Services approval.",-,-,-,840.88,17.22,Cash,Asset,"The Ensign Group, Inc. (NasdaqGS:ENSG) completed the acquisition of Cascade Senior Living from a family on April 30, 2013.",Purchase Acquisition,Friendly,Washington
3/21/2013,"Ray's Supermarkets, Inc., Three Pharmacies in Lima, Ohio",Closed,-,Walgreen Co. (NYSE:WAG),"Ray's Supermarkets, Inc.",IQTR233370722,100,"Walgreen Co. (NYSE:WAG) acquired three pharmacies in Lima, Ohio from Ray's Supermarkets, Inc. on March 21, 2013.",-,-,-,70788,2059,Unknown,Asset,"Walgreen Co. (NYSE:WAG) completed the acquisition of three pharmacies in Lima, Ohio from Ray's Supermarkets, Inc. on March 21, 2013.",Purchase Acquisition,Friendly,Ohio
3/18/2013,"NovoLogix, Inc.",Closed,-,CVS Caremark Corporation (NYSE:CVS),"Salix Ventures; Split Rock Partners, LLC",IQTR236728073,100,"CVS Caremark Corporation (NYSE:CVS) acquired NovoLogix, Inc. from Salix Ventures, Split Rock Partners, LLC and others on March 18, 2013.",-,-,-,123133,3884,Unknown,Common Equity,"CVS Caremark Corporation (NYSE:CVS) completed the acquisition of NovoLogix, Inc. from Salix Ventures, Split Rock Partners, LLC and others on March 18, 2013.",Purchase Acquisition,Friendly,Minnesota
3/5/2013,Legacy Rehabilitation and Living,Closed,4.51,"The Ensign Group, Inc. (NasdaqGS:ENSG)",-,IQTR231720819,100,"The Ensign Group, Inc. (NasdaqGS:ENSG) acquired Legacy Rehabilitation and Living for $4.5 million cash on March 1, 2013. The transaction brings Ensign's growing portfolio to 109 healthcare facilities, 87 of which are Ensign-owned, seven hospice companies and seven home health businesses across 11 states.",4.51,-,-,824.72,40.59,Cash,Asset,"The Ensign Group, Inc. (NasdaqGS:ENSG) completed the acquisition of Legacy Rehabilitation and Living on March 1, 2013.",Purchase Acquisition,Friendly,Texas
2/7/2013,"Addus HealthCare, Inc., Home Health Business",Closed,20,"LHC Group, Inc. (NasdaqGS:LHCG)","Addus HealthCare, Inc.",IQTR228114090,-,"LHC Group, Inc. (NasdaqGS:LHCG) entered into a definitive agreement to acquire majority stake of home health business of Addus HealthCare, Inc. for $20 million in cash on February 7, 2013. As a part of transaction, LHC Group will assume some liabilities of home health business. LHC Group will acquire 100% of Home Health Business in Arkansas, Nevada and South Carolina and 90% of the Home Health Business in California and Illinois. Addus has agreed not to compete with the business of owning and operating traditional Medicare home health and hospice businesses for a period of two years in the geographic area for which each home health and hospice agency included in the sale is licensed. Addus is liable to pay termination fees of $1 million if the transaction is cancelled.

These facilities generated revenues of $36.7 million for the twelve month period ended September 30, 2012. The management team of the home health business has transferred to the LHC Group in connection with the transaction. The deal is subject to execution of ancillary agreements. As of February 28, 2013, all conditions to closing have been satisfied. The transaction is expected to close on or about February 28, 2013. Net proceeds from the transaction would be used to pay off outstanding debt and for general corporate purposes. The Braff Group acted as financial advisor to Addus. Jennifer C. Kurtis of Winston & Strawn acted as legal advisor to Addus while Allison C. Bell of Jones Walker, LLP acted as legal advisor for LHC Group.",-,36.7,-,625.69,27.44,Cash,Asset,"LHC Group, Inc. (NasdaqGS:LHCG) completed the acquisition of a majority stake of home health business of Addus HealthCare, Inc. on February 28, 2013.",Purchase Acquisition,Friendly,-
2/6/2013,Drogaria Onofre Ltda,Closed,-,CVS Caremark Corporation (NYSE:CVS),-,IQTR228042559,100,"CVS Caremark Corporation (NYSE:CVS) acquired Drogaria Onofre Ltda from Marcos Mauad Arede and Ricardo Mauad Arede on January 31, 2013. Transaction should not be financially material to CVS in 2013. Louis Goldberg, Maurice Blanco, Michael Grossman, Laura Turano, Michael Mollerus, Edmond FitzGerald and Jessica Neidhart Agostinho of Davis Polk & Wardwell LLP acted as legal advisors for CVS. Barclays Capital plc acted as financial advisor for Drogaria Onofre Ltda. Richard S. Aldrich Jr., Paul T. Schnell and Steven J. Daniels of Skadden, Arps, Slate, Meagher & Flom, L.L.P. acted as legal advisors for Marcos and Ricardo Mauad Arede.",-,-,-,123133,3884,Unknown,Common Equity,"CVS Caremark Corporation (NYSE:CVS) completed the acquisition Drogaria Onofre Ltda in the week ending February 1, 2013.",Purchase Acquisition,Friendly,São Paulo
1/7/2013,"Puget Sound Home Health, LLC",Closed,2.8,"The Ensign Group, Inc. (NasdaqGS:ENSG)",-,IQTR225910946,100,"The Ensign Group, Inc. (NasdaqGS:ENSG) acquired Puget Sound Home Health, LLC from Bruce J. Snell for $2.8 million in cash on January 1, 2013. Puget Sound Home Health will be operated by a subsidiary of Paragon Healthcare, Inc. Ensign expects the transaction to be accretive to earnings in 2013.",2.8,-,-,824.72,40.59,Cash,Common Equity,"The Ensign Group, Inc. (NasdaqGS:ENSG) completed the acquisition of Puget Sound Home Health, LLC from Bruce J. Snell on January 1, 2013.",Purchase Acquisition,Friendly,Washington
12/5/2012,Faith Prosthetic-Orthotic Services Inc and Scope Orthotics & Prosthetics Inc.,Closed,-,"Hanger, Inc. (NYSE:HGR)",-,IQTR224956641,100,"Hanger, Inc. (NYSE:HGR) acquired Faith Prosthetic-Orthotic Services Inc and Scope Orthotics & Prosthetics Inc. on December 5, 2012. Both the patient care companies generated annualized revenue of $24.6 million in 2011.",-,24.6,-,961.44,60.25,Unknown,Asset,"Hanger, Inc. (NYSE:HGR) completed the acquisition of Faith Prosthetic-Orthotic Services Inc and Scope Orthotics & Prosthetics Inc. on December 5, 2012.",Purchase Acquisition,Friendly,-
12/5/2012,"UCH Pharmaceutical Services, Inc.",Closed,-,Walgreen Co. (NYSE:WAG),-,IQTR225467614,100,"Walgreen Co. (NYSE:WAG) acquired UCH Pharmaceutical Services, Inc. in November 2012. The Transition Companies acted as financial advisor to UCH Pharmaceutical Services, Inc.",-,-,-,70792,1986,Unknown,Common Equity,"Walgreen Co. (NYSE:WAG) completed the acquisition of UCH Pharmaceutical Services, Inc. in November 2012.",Purchase Acquisition,Friendly,Indiana
11/28/2012,"Infirmary Hospice Care, Inc.",Closed,-,"LHC Group, Inc. (NasdaqGS:LHCG)",Infirmary Health System Inc,IQTR234315885,100,"LHC Group, Inc. (NasdaqGS:LHCG) agreed to acquire the assets of Infirmary Hospice Care from Infirmary Health System Inc on November 28, 2012.",-,2.5,-,621.61,27.27,Unknown,Asset,"LHC Group, Inc. (NasdaqGS:LHCG) completed the acquisition of the assets of Infirmary Hospice Care from Infirmary Health System Inc on April 1, 2013. Infirmary Hospice Care had annual revenues of approximately $2.5 million. Post acquisition, Infirmary Hospice Care will continue to operate under the same name through the remainder of 2013.",Purchase Acquisition,Friendly,Alabama
10/29/2012,Sixteen Patient Care Companies,Closed,-,"Hanger, Inc. (NYSE:HGR)",-,IQTR223669423,100,"Hanger, Inc. (NYSE:HGR) acquired sixteen patient care companies on October 29, 2012. As a part of the transaction, 150 clinicians and staff will be added to Hanger team.",-,-,-,961.44,60.25,Unknown,Asset,"Hanger, Inc. (NYSE:HGR) completed the acquisition of sixteen patient care companies on October 29, 2012.",Purchase Acquisition,Friendly,-
10/2/2012,Cystic Fibrosis Foundation,Closed,29,Walgreen Co. (NYSE:WAG),-,IQTR225086755,80,"Walgreen Co. (NYSE:WAG) agreed to acquire 80% stake in Cystic Fibrosis Foundation on October 2, 2012. The transaction gives Walgreens and the CF Foundation joint ownership of two businesses, CF Services and Pharma Dynamics Inc. CF Services will continue to operate under its current name and remain based in the same location in Bethesda. New Century Capital Partners, Inc acted as the financial advisor to Cystic Fibrosis Foundation. Raymond James Financial, Inc. acted as financial advisor to Cystic Fibrosis Foundation.",36.25,-,-,71633,2127,Cash,Common Equity,"Walgreen Co. (NYSE:WAG) completed the acquisition of 80% stake in Cystic Fibrosis Foundation for $29 million on December 7, 2012. The consideration is subject to working capital adjustments, and a call option to acquire the remaining 20% interest.",Purchase Acquisition,Friendly,Maryland
9/20/2012,"Atlantic Memorial Healthcare Associates, Inc.",Closed,-,"The Ensign Group, Inc. (NasdaqGS:ENSG)",-,IQTR217513469,100,"The Ensign Group, Inc. (NasdaqGS:ENSG) acquired the underlying real estate and other operating assets of Atlantic Memorial Healthcare Center in cash on September 18, 2012.",-,-,-,795.48,47.31,Cash,Asset,"The Ensign Group, Inc. (NasdaqGS:ENSG) completed the acquisition of the underlying real estate and other operating assets of Atlantic Memorial Healthcare Center on September 18, 2012.",Purchase Acquisition,Friendly,California
9/20/2012,"Rose Park Healthcare Associates, Inc.",Closed,-,"The Ensign Group, Inc. (NasdaqGS:ENSG)",-,IQTR217514883,100,"The Ensign Group, Inc. (NasdaqGS:ENSG) acquired the underlying real estate and other operating assets of Shoreline Healthcare Center in cash on September 20, 2012.",-,-,-,795.48,47.31,Cash,Asset,"The Ensign Group, Inc. (NasdaqGS:ENSG) completed the acquisition of the underlying real estate and other operating assets of Shoreline Healthcare Center on September 20, 2012.",Purchase Acquisition,Friendly,California
8/27/2012,Smith-McKenney Co. Inc.,Closed,-,CVS Caremark Corporation (NYSE:CVS),-,IQTR216219104,100,"CVS Caremark Corporation (NYSE:CVS) acquired Smith-McKenney Co. from Greg Hayse on August 27, 2012.",-,-,-,116503,3712,Unknown,Common Equity,"CVS Caremark Corporation (NYSE:CVS) completed the acquisition of a Smith-McKenney Co. from Greg Hayse on August 27, 2012.",Purchase Acquisition,Friendly,Kentucky
8/7/2012,"Generation Health, Inc.",Closed,31,CVS Caremark Corporation (NYSE:CVS),-,IQTR260331231,40,"CVS Caremark Corporation (NYSE:CVS) acquired the remaining 40% stake in Generation Health, Inc. from minority shareholders and employee option holders for $31 million on June 29, 2012. CVS Caremark paid $26 million and $5 million, respectively to minority shareholders and employee option holders.",77.5,-,-,116503,3712,Cash,Common Equity,"CVS Caremark Corporation (NYSE:CVS) completed the acquisition of the remaining 40% stake in Generation Health, Inc. from minority shareholders and employee option holders on June 29, 2012.",Purchase Acquisition,Friendly,New Jersey
8/1/2012,Vista Healthcare Center and Discovery Care Centre and Owyhee Health & Rehabilitation Center,Closed,-,"The Ensign Group, Inc. (NasdaqGS:ENSG)",-,IQTR214993996,100,"The Ensign Group, Inc. (NasdaqGS:ENSG) acquired Vista Healthcare Center in Escondido, California and Discovery Care Centre in Salmon, Idaho and Owyhee Health & Rehabilitation Center in Homedale, Idaho in cash on August 1, 2012.",-,-,-,795.48,47.31,Cash,Asset,"The Ensign Group, Inc. (NasdaqGS:ENSG) completed the acquisition of Vista Healthcare Center in Escondido, California and Discovery Care Centre in Salmon, Idaho and Owyhee Health & Rehabilitation Center in Homedale, Idaho on August 1, 2012.",Purchase Acquisition,Friendly,-
7/5/2012,"Stephen L. LaFrance Pharmacy, Inc.",Closed,438,Walgreen Co. (NYSE:WAG),-,IQTR213564382,100,"Walgreen Co. (NYSE:WAG) entered into an agreement to acquire Stephen L. LaFrance Pharmacy, Inc. from the members of LaFrance family for approximately $440 million on July 5, 2012. The consideration is subject to adjustment in certain circumstances. Walgreen intends to use available cash to pay the purchase price. Stephen L. LaFrance Pharmacy recorded annual sales of $825 million. The transaction includes 144 stores that operate under the USA Drug, Super D Drug, May’s Drug, Med-X and Drug Warehouse names located in Arkansas, Kansas, Mississippi, Missouri, New Jersey, Oklahoma and Tennessee. The acquisition also includes corporate offices, a distribution center located in Pine Bluff, Ark., and a wholesale and private brand business. As reported, the acquired drugstores will continue in the near term to operate under their current brand names after the transaction closes and decisions will be made over time regarding the best, most effective way to harmonize Walgreens and the acquired brands. The transaction is subject to satisfaction of regulatory requirements and other closing conditions and is expected to close around September 1, 2012. Walgreen Co. expects that the transaction will not have a material impact on earnings per share in fiscal year 2012. As on August 9, 2012, the transaction has been granted early clearance of antitrust concerns under the HSR Act.",438,825,-,72527,2566,Cash,Common Equity,"Walgreen Co. (NYSE:WAG) completed the acquisition of Stephen L. LaFrance Pharmacy, Inc. from the members of LaFrance family on September 17, 2012.",Purchase Acquisition,Friendly,Arkansas
